date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2020-05-11,315.01,317.05,307.24,308.1,36486561,76.652392277319,77.1487920114409,74.7616932900019,74.9709598445827,145946244,0.0,1.0
2020-05-12,311.41,319.69,310.91,317.83,40575263,75.7763927465157,77.7911916673633,75.6547261450152,77.3385919097816,162301052,0.0,1.0
2020-05-13,307.65,315.95,303.21,312.15,50155639,74.8614599032322,76.8811254881399,73.7810604819082,75.9564593167364,200622556,0.0,1.0
2020-05-14,309.54,309.79,301.53,304.51,39732269,75.321359656904,75.3821929576542,73.3722607008666,74.0973936458094,158929076,0.0,1.0
2020-05-15,307.71,307.9,300.21,300.35,41587094,74.8760598954123,74.9222932039825,73.0510608729054,73.0851275213256,166348376,0.0,1.0
2020-05-18,314.96,316.5,310.32,313.17,33843125,76.640225617169,77.0149587497904,75.5111595552447,76.2046591837973,135372500,0.0,1.0
2020-05-19,313.14,318.52,313.01,315.03,25432385,76.1973591877073,77.5064918198522,76.1657258713172,76.657258941379,101729540,0.0,1.0
2020-05-20,319.23,319.52,316.52,316.68,27876215,77.6792583939829,77.7498250228531,77.0198254138504,77.0587587263305,111504860,0.0,1.0
2020-05-21,316.85,320.89,315.87,318.66,25672211,77.1001253708407,78.0831915109644,76.8616588318998,77.5405584682724,102688844,0.0,1.0
2020-05-22,318.89,319.23,315.35,315.77,20450754,77.5965251049626,77.6792583939829,76.7351255663393,76.8373255115997,81803016,0.0,1.0
2020-05-26,316.73,324.24,316.5,323.5,31380454,77.0709253864806,78.8983577410175,77.0149587497904,78.7182911707968,125521816,0.0,1.0
2020-05-27,318.11,318.71,313.09,316.14,28236274,77.4067252066218,77.5527251284224,76.1851925275572,76.92735879671,112945096,0.0,1.0
2020-05-28,318.25,323.44,315.63,316.77,33449103,77.440791855042,78.7036911786167,76.8032588631796,77.0806587146006,133796412,0.0,1.0
2020-05-29,317.94,321.15,316.47,319.25,38399532,77.3653585621117,78.1464581437446,77.0076587537003,77.6841250580429,153598128,0.0,1.0
2020-06-01,321.85,322.35,317.21,317.75,20254653,78.3167913858453,78.4384579873457,77.187725323921,77.3191252535415,81018612,0.0,1.0
2020-06-02,323.34,323.44,318.93,320.75,21910704,78.6793578583166,78.7036911786167,77.6062584330826,78.0491248625443,87642816,0.0,1.0
2020-06-03,325.12,326.2,322.3,324.66,26122804,79.1124909596583,79.3752908188993,78.4262913271957,79.0005576862779,104491216,0.0,1.0
2020-06-04,322.32,325.62,320.78,324.39,21890091,78.4311579912557,79.2341575611587,78.0564248586343,78.9348577214676,87560364,0.0,1.0
2020-06-05,331.5,331.75,323.23,323.35,34312550,80.6649567948041,80.7257900955544,78.6525912059865,78.6817911903467,137250200,0.0,1.0
2020-06-08,333.46,333.6,327.32,330.25,23913634,81.1418898726859,81.1759565211061,79.6478240062603,80.360790291053,95654536,0.0,1.0
2020-06-09,343.99,345.61,332.01,332.14,36928091,83.7041885002856,84.0983882891471,80.7890567283346,80.8206900447247,147712364,0.0,1.0
2020-06-10,352.84,354.77,346.09,347.9,41662938,85.8576873468437,86.3273204286355,84.2151882265875,84.6556213240192,166651752,0.0,1.0
2020-06-11,335.9,351.06,335.48,349.31,50415613,81.7356228880082,85.4245542455021,81.6334229427478,84.9987211402505,201662452,0.0,1.0
2020-06-12,338.8,347.8,334.22,344.72,50036513,82.4412891767108,84.6312880037191,81.3268231069666,83.8818217384763,200146052,0.0,1.0
2020-06-15,342.99,345.68,332.58,333.25,34702230,83.4608552972847,84.1154216133571,80.9277566540451,81.0907899000557,138808920,0.0,1.0
2020-06-16,352.08,353.2,344.72,351.46,41357182,85.672754112563,85.945287299924,83.8818217384763,85.5218875267024,165428728,0.0,1.0
2020-06-17,351.59,355.4,351.09,355.15,28601626,85.5535208430926,86.4806203465261,85.4318542415921,86.4197870457758,114406504,0.0,1.0
2020-06-18,351.73,353.45,349.22,351.41,24205096,85.5875874915127,86.0061206006743,84.9768211519804,85.5097208665524,96820384,0.0,1.0
2020-06-19,349.72,356.56,345.15,354.64,66118952,85.0984877534809,86.7628868620071,83.9864550157667,86.2956871122453,264475808,0.0,1.0
2020-06-22,358.87,359.46,351.15,351.34,33861316,87.3249865609392,87.4685531507098,85.4464542337721,85.4926875423423,135445264,0.0,1.0
2020-06-23,366.53,372.38,362.27,364.0,53038869,89.1889188959263,90.6124181334816,88.1523194511423,88.5732858923339,212155476,0.0,1.0
2020-06-24,360.06,368.79,358.52,365.0,48155849,87.6145530725103,89.7388519347084,87.2398199398889,88.8166190953349,192623396,0.0,1.0
2020-06-25,364.84,365.0,357.57,360.7,34380628,88.7776857828547,88.8166190953349,87.008653397038,87.7702863224309,137522512,0.0,1.0
2020-06-26,353.63,365.32,353.02,364.41,51314211,86.0499205772144,88.8944857202952,85.9014873233839,88.6730525055643,205256844,0.0,1.0
2020-06-29,361.78,362.1736,351.28,353.25,32661519,88.0330861816719,88.1288621303731,85.4780875501623,85.9574539600741,130646076,0.0,1.0
2020-06-30,364.8,365.98,360.0,360.08,35055821,88.7679524547347,89.0550856342758,87.5999530803303,87.6194197365704,140223284,0.0,1.0
2020-07-01,364.11,367.36,363.91,365.12,27690454,88.6000525446641,89.390885454417,88.5513859040639,88.845819079695,110761816,0.0,1.0
2020-07-02,364.11,370.47,363.64,367.85,28814516,88.6000525446641,90.1476517157499,88.4856859392536,89.5101187238875,115258064,0.0,1.0
2020-07-06,373.85,375.78,369.87,370.0,29745936,90.970117941893,91.4397510236847,90.0016517939493,90.0332851103394,118983744,0.0,1.0
2020-07-07,372.69,378.62,372.23,375.41,28206999,90.6878514264119,92.1308173202074,90.5759181530315,91.3497177385744,112827996,0.0,1.0
2020-07-08,381.37,381.5,376.36,376.72,29274479,92.7999836284599,92.83161694485,91.5808842814253,91.6684842345056,117097916,0.0,1.0
2020-07-09,383.01,385.27,378.69,385.05,31420357,93.1990500813814,93.7489831201635,92.1478506444174,93.6954498155033,125681428,0.0,1.0
2020-07-10,383.68,383.92,378.82,381.34,22564330,93.362083327392,93.4204832961122,92.1794839608075,92.7926836323698,90257320,0.0,1.0
2020-07-13,381.91,399.82,381.03,389.06,47913079,92.9313835580804,97.2894812238268,92.7172503394396,94.6712159595369,191652316,0.0,1.0
2020-07-14,388.23,389.02,375.51,379.36,42748119,94.4692494010462,94.6614826314169,91.3740510588745,92.310883890428,170992476,0.0,1.0
2020-07-15,390.9,396.99,385.96,395.96,38306874,95.1189490530586,96.6008482593342,93.9168830302341,96.3502150602433,153227496,0.0,1.0
2020-07-16,386.09,389.62,383.62,386.25,27645927,93.9485163466242,94.8074825532175,93.3474833352119,93.9874496591044,110583708,0.0,1.0
2020-07-17,385.31,388.59,383.36,387.95,23046755,93.7587164482835,94.5568493541265,93.2842167024317,94.4011161042059,92187020,0.0,1.0
2020-07-20,393.43,394.0,384.25,385.67,22397208,95.734582056651,95.8732819823615,93.5007832531025,93.8463164013638,89588832,0.0,1.0
2020-07-21,388.0,397.0,386.97,396.69,25627347,94.413282764356,96.6032815913642,94.162649565265,96.5278482984339,102509388,0.0,1.0
2020-07-22,389.09,391.9,386.41,386.77,22250413,94.6785159556269,95.3622822560595,94.0263829715845,94.1139829246648,89001652,0.0,1.0
2020-07-23,371.38,388.31,368.039,387.9935,49251108,90.3690849304807,94.4887160572863,89.5561086992547,94.4117010985365,197004432,0.0,1.0
2020-07-24,370.46,371.88,356.58,363.95,46359716,90.1452183837199,90.4907515319812,86.7677535260671,88.5611192321839,185438864,0.0,1.0
2020-07-27,379.24,379.62,373.92,374.84,30303548,92.2816839060679,92.3741505232083,90.9871512661031,91.2110178128639,121214192,0.0,1.0
2020-07-28,373.01,378.1986,372.99,377.47,25906375,90.7657180513722,92.0282767084628,90.7608513873122,91.8509841367563,103625500,0.0,1.0
2020-07-29,380.16,380.92,374.85,375.0,22582314,92.5055504528288,92.6904836871095,91.2134511448939,91.249951125344,90329256,0.0,1.0
2020-07-30,384.76,385.19,375.07,376.75,39532505,93.624883186633,93.7295164639234,91.2669844495541,91.6757842305956,158130020,0.0,1.0
2020-07-31,425.04,425.66,403.3,411.535,93573867,103.42634460351,103.577211189371,98.13628077027,100.140129696983,374295468,0.0,1.0
2020-08-03,435.75,446.5457,431.57,432.8,77037847,106.03244320765,108.659395467287,105.015310419106,105.314610258797,308151388,0.0,1.0
2020-08-04,438.66,443.16,433.55,436.53,43198092,106.740542828382,107.835542241887,105.497110161048,106.22224310599,172792368,0.0,1.0
2020-08-05,440.25,441.57,435.59,437.51,30497988,107.127442621154,107.448642449115,105.99350989517,106.460709644931,121991952,0.0,1.0
2020-08-06,455.61,457.65,439.19,441.62,50607225,110.865040619248,111.36144035337,106.869509425973,107.460809109265,202428900,0.0,1.0
2020-08-07,444.45,454.7,441.17,452.82,49511403,108.348975300218,110.847742308492,107.549369857571,110.389431871853,198045612,0.82,1.0
2020-08-10,450.91,455.1,440.0,450.4,53100856,109.923807970799,110.945255167352,107.264144745407,109.799479075753,212403424,0.0,1.0
2020-08-11,437.5,449.93,436.4267,447.875,46975594,106.654689377535,109.684901466593,106.393037999001,109.183929154203,187902376,0.0,1.0
2020-08-12,452.04,453.1,441.19,441.99,41486205,110.199281797077,110.457690873054,107.554245500514,107.749271218233,165944820,0.0,1.0
2020-08-13,460.04,464.17,455.71,457.72,52520516,112.149538974266,113.15635924199,111.093962277112,111.583964392881,210082064,0.0,1.0
2020-08-14,459.63,460.0,452.18,459.315,41391302,112.049588293935,112.13978768838,110.233411297678,111.972796917583,165565208,0.0,1.0
2020-08-17,458.43,464.35,455.8501,464.25,29431414,111.757049717357,113.200240028477,111.128116155928,113.175861813762,117725656,0.0,1.0
2020-08-18,462.25,464.0,456.03,457.41,26408385,112.688297519464,113.114916276975,111.1719725642,111.508391927265,105633540,0.0,1.0
2020-08-19,462.83,468.65,462.44,463.933,36384502,112.829691164811,114.248503261216,112.734616127423,113.098582873116,145538008,0.0,1.0
2020-08-20,473.1,473.568,462.9335,463.0,31726797,115.333333816027,115.447423860893,112.854922617041,112.871134129826,126907188,0.0,1.0
2020-08-21,497.48,499.472,477.0,477.05,84513660,121.276742563512,121.762356600632,116.284084189907,116.296273297265,338054640,0.0,1.0
2020-08-24,503.43,515.14,495.745,514.79,86484442,122.727246339046,125.581935282157,120.853780538209,125.496611530655,345937768,0.0,1.0
2020-08-25,499.3,500.7172,492.21,498.79,52873947,121.720426071322,122.065914130261,119.992010648038,121.596097176276,211495788,0.0,1.0
2020-08-26,506.09,507.97,500.33,504.7165,40755567,123.375706850461,123.834017287101,121.971521682885,123.040872071353,163022268,0.0,1.0
2020-08-27,500.04,509.94,495.33,508.57,38888096,121.900824860212,124.314268116984,120.752610947142,123.98028657539,155552384,0.0,1.0
2020-08-28,499.23,505.77,498.31,504.05,46907479,121.703361321022,123.297696563374,121.479081745645,122.878391270278,187629916,0.0,1.0
